id,country,year,sex,age,population,country-year, gdp_for_year($) ,gdp_per_capita ($),suicides_no,generation
16206,Mauritius,1987,male,35-54 years,98200,Mauritius1987,"1,88,87,54,655",2073,36,Silent
16207,Mauritius,1987,female,15-24 years,102000,Mauritius1987,"1,88,87,54,655",2073,28,Generation X
16208,Mauritius,1987,male,25-34 years,91300,Mauritius1987,"1,88,87,54,655",2073,21,Boomers
16209,Mauritius,1987,male,15-24 years,105000,Mauritius1987,"1,88,87,54,655",2073,24,Generation X
16210,Mauritius,1987,female,75+ years,9000,Mauritius1987,"1,88,87,54,655",2073,2,G.I. Generation
16211,Mauritius,1987,male,55-74 years,45800,Mauritius1987,"1,88,87,54,655",2073,6,G.I. Generation
16212,Mauritius,1987,female,25-34 years,92900,Mauritius1987,"1,88,87,54,655",2073,10,Boomers
16213,Mauritius,1987,female,55-74 years,49500,Mauritius1987,"1,88,87,54,655",2073,3,G.I. Generation
16214,Mauritius,1987,female,35-54 years,100300,Mauritius1987,"1,88,87,54,655",2073,6,Silent
16215,Mauritius,1987,female,5-14 years,103900,Mauritius1987,"1,88,87,54,655",2073,4,Generation X
16216,Mauritius,1987,male,5-14 years,108600,Mauritius1987,"1,88,87,54,655",2073,0,Generation X
16217,Mauritius,1987,male,75+ years,4800,Mauritius1987,"1,88,87,54,655",2073,0,G.I. Generation
16218,Mauritius,1988,male,75+ years,4800,Mauritius1988,"2,14,34,84,488",2317,3,G.I. Generation
16219,Mauritius,1988,male,35-54 years,101600,Mauritius1988,"2,14,34,84,488",2317,44,Silent
16220,Mauritius,1988,male,55-74 years,46800,Mauritius1988,"2,14,34,84,488",2317,14,G.I. Generation
16221,Mauritius,1988,male,25-34 years,95100,Mauritius1988,"2,14,34,84,488",2317,28,Boomers
16222,Mauritius,1988,female,15-24 years,99200,Mauritius1988,"2,14,34,84,488",2317,21,Generation X
16223,Mauritius,1988,male,15-24 years,102000,Mauritius1988,"2,14,34,84,488",2317,21,Generation X
16224,Mauritius,1988,female,25-34 years,95000,Mauritius1988,"2,14,34,84,488",2317,19,Boomers
16225,Mauritius,1988,female,35-54 years,106100,Mauritius1988,"2,14,34,84,488",2317,11,Silent
16226,Mauritius,1988,female,55-74 years,49900,Mauritius1988,"2,14,34,84,488",2317,3,G.I. Generation
16227,Mauritius,1988,female,5-14 years,105100,Mauritius1988,"2,14,34,84,488",2317,2,Generation X
16228,Mauritius,1988,male,5-14 years,109800,Mauritius1988,"2,14,34,84,488",2317,1,Generation X
16229,Mauritius,1988,female,75+ years,9600,Mauritius1988,"2,14,34,84,488",2317,0,G.I. Generation
16230,Mauritius,1989,male,25-34 years,96900,Mauritius1989,"2,19,10,96,860",2349,41,Boomers
16231,Mauritius,1989,male,75+ years,5200,Mauritius1989,"2,19,10,96,860",2349,2,G.I. Generation
16232,Mauritius,1989,male,35-54 years,103400,Mauritius1989,"2,19,10,96,860",2349,37,Silent
16233,Mauritius,1989,female,75+ years,10200,Mauritius1989,"2,19,10,96,860",2349,2,G.I. Generation
16234,Mauritius,1989,male,15-24 years,100400,Mauritius1989,"2,19,10,96,860",2349,19,Generation X
16235,Mauritius,1989,male,55-74 years,47500,Mauritius1989,"2,19,10,96,860",2349,8,G.I. Generation
16236,Mauritius,1989,female,15-24 years,97900,Mauritius1989,"2,19,10,96,860",2349,11,Generation X
16237,Mauritius,1989,female,55-74 years,50900,Mauritius1989,"2,19,10,96,860",2349,5,G.I. Generation
16238,Mauritius,1989,female,25-34 years,96500,Mauritius1989,"2,19,10,96,860",2349,9,Boomers
16239,Mauritius,1989,female,5-14 years,104600,Mauritius1989,"2,19,10,96,860",2349,5,Generation X
16240,Mauritius,1989,female,35-54 years,109900,Mauritius1989,"2,19,10,96,860",2349,5,Silent
16241,Mauritius,1989,male,5-14 years,109500,Mauritius1989,"2,19,10,96,860",2349,0,Generation X
16242,Mauritius,1990,male,35-54 years,107800,Mauritius1990,"2,65,34,80,001",2820,33,Silent
16243,Mauritius,1990,male,55-74 years,48700,Mauritius1990,"2,65,34,80,001",2820,13,G.I. Generation
16244,Mauritius,1990,male,25-34 years,98100,Mauritius1990,"2,65,34,80,001",2820,26,Boomers
16245,Mauritius,1990,female,15-24 years,95400,Mauritius1990,"2,65,34,80,001",2820,23,Generation X
16246,Mauritius,1990,female,25-34 years,97100,Mauritius1990,"2,65,34,80,001",2820,18,Boomers
16247,Mauritius,1990,male,15-24 years,98500,Mauritius1990,"2,65,34,80,001",2820,18,Generation X
16248,Mauritius,1990,female,55-74 years,51800,Mauritius1990,"2,65,34,80,001",2820,4,G.I. Generation
16249,Mauritius,1990,female,35-54 years,115600,Mauritius1990,"2,65,34,80,001",2820,8,Silent
16250,Mauritius,1990,female,5-14 years,103400,Mauritius1990,"2,65,34,80,001",2820,3,Generation X
16251,Mauritius,1990,male,5-14 years,108400,Mauritius1990,"2,65,34,80,001",2820,1,Generation X
16252,Mauritius,1990,female,75+ years,10500,Mauritius1990,"2,65,34,80,001",2820,0,G.I. Generation
16253,Mauritius,1990,male,75+ years,5800,Mauritius1990,"2,65,34,80,001",2820,0,G.I. Generation
16254,Mauritius,1991,male,75+ years,6300,Mauritius1991,"2,85,68,90,681",3045,3,G.I. Generation
16255,Mauritius,1991,male,25-34 years,100400,Mauritius1991,"2,85,68,90,681",3045,37,Boomers
16256,Mauritius,1991,male,55-74 years,47400,Mauritius1991,"2,85,68,90,681",3045,12,Silent
16257,Mauritius,1991,male,35-54 years,113400,Mauritius1991,"2,85,68,90,681",3045,27,Boomers
16258,Mauritius,1991,female,15-24 years,93300,Mauritius1991,"2,85,68,90,681",3045,15,Generation X
16259,Mauritius,1991,male,15-24 years,96200,Mauritius1991,"2,85,68,90,681",3045,15,Generation X
16260,Mauritius,1991,female,25-34 years,97100,Mauritius1991,"2,85,68,90,681",3045,11,Boomers
16261,Mauritius,1991,female,55-74 years,53600,Mauritius1991,"2,85,68,90,681",3045,5,Silent
16262,Mauritius,1991,female,35-54 years,114000,Mauritius1991,"2,85,68,90,681",3045,9,Boomers
16263,Mauritius,1991,female,5-14 years,101000,Mauritius1991,"2,85,68,90,681",3045,3,Millenials
16264,Mauritius,1991,female,75+ years,11500,Mauritius1991,"2,85,68,90,681",3045,0,G.I. Generation
16265,Mauritius,1991,male,5-14 years,103900,Mauritius1991,"2,85,68,90,681",3045,0,Millenials
16266,Mauritius,1992,male,75+ years,6600,Mauritius1992,"3,22,42,67,548",3400,3,G.I. Generation
16267,Mauritius,1992,male,35-54 years,118800,Mauritius1992,"3,22,42,67,548",3400,47,Boomers
16268,Mauritius,1992,male,25-34 years,101400,Mauritius1992,"3,22,42,67,548",3400,24,Boomers
16269,Mauritius,1992,male,15-24 years,96800,Mauritius1992,"3,22,42,67,548",3400,17,Generation X
16270,Mauritius,1992,male,55-74 years,48000,Mauritius1992,"3,22,42,67,548",3400,8,Silent
16271,Mauritius,1992,female,15-24 years,93200,Mauritius1992,"3,22,42,67,548",3400,13,Generation X
16272,Mauritius,1992,female,35-54 years,118500,Mauritius1992,"3,22,42,67,548",3400,14,Boomers
16273,Mauritius,1992,female,25-34 years,96800,Mauritius1992,"3,22,42,67,548",3400,11,Boomers
16274,Mauritius,1992,female,75+ years,11800,Mauritius1992,"3,22,42,67,548",3400,1,G.I. Generation
16275,Mauritius,1992,female,55-74 years,54700,Mauritius1992,"3,22,42,67,548",3400,3,Silent
16276,Mauritius,1992,female,5-14 years,99300,Mauritius1992,"3,22,42,67,548",3400,4,Millenials
16277,Mauritius,1992,male,5-14 years,102400,Mauritius1992,"3,22,42,67,548",3400,1,Millenials
16278,Mauritius,1993,male,75+ years,6800,Mauritius1993,"3,26,33,68,410",3405,2,G.I. Generation
16279,Mauritius,1993,male,25-34 years,102500,Mauritius1993,"3,26,33,68,410",3405,30,Boomers
16280,Mauritius,1993,male,35-54 years,123400,Mauritius1993,"3,26,33,68,410",3405,33,Boomers
16281,Mauritius,1993,male,55-74 years,48700,Mauritius1993,"3,26,33,68,410",3405,13,Silent
16282,Mauritius,1993,female,15-24 years,93500,Mauritius1993,"3,26,33,68,410",3405,16,Generation X
16283,Mauritius,1993,female,25-34 years,97000,Mauritius1993,"3,26,33,68,410",3405,16,Boomers
16284,Mauritius,1993,male,15-24 years,97500,Mauritius1993,"3,26,33,68,410",3405,13,Generation X
16285,Mauritius,1993,female,35-54 years,122700,Mauritius1993,"3,26,33,68,410",3405,8,Boomers
16286,Mauritius,1993,female,55-74 years,55600,Mauritius1993,"3,26,33,68,410",3405,3,Silent
16287,Mauritius,1993,female,5-14 years,97600,Mauritius1993,"3,26,33,68,410",3405,2,Millenials
16288,Mauritius,1993,male,5-14 years,100800,Mauritius1993,"3,26,33,68,410",3405,2,Millenials
16289,Mauritius,1993,female,75+ years,12200,Mauritius1993,"3,26,33,68,410",3405,0,G.I. Generation
16290,Mauritius,1994,male,25-34 years,102600,Mauritius1994,"3,55,81,37,040",3658,41,Boomers
16291,Mauritius,1994,male,15-24 years,99500,Mauritius1994,"3,55,81,37,040",3658,25,Generation X
16292,Mauritius,1994,male,55-74 years,49100,Mauritius1994,"3,55,81,37,040",3658,12,Silent
16293,Mauritius,1994,male,35-54 years,128600,Mauritius1994,"3,55,81,37,040",3658,28,Boomers
16294,Mauritius,1994,male,75+ years,7000,Mauritius1994,"3,55,81,37,040",3658,1,G.I. Generation
16295,Mauritius,1994,female,15-24 years,96100,Mauritius1994,"3,55,81,37,040",3658,9,Generation X
16296,Mauritius,1994,female,25-34 years,97100,Mauritius1994,"3,55,81,37,040",3658,8,Boomers
16297,Mauritius,1994,female,75+ years,12400,Mauritius1994,"3,55,81,37,040",3658,1,G.I. Generation
16298,Mauritius,1994,female,35-54 years,127900,Mauritius1994,"3,55,81,37,040",3658,3,Boomers
16299,Mauritius,1994,female,5-14 years,96300,Mauritius1994,"3,55,81,37,040",3658,1,Millenials
16300,Mauritius,1994,female,55-74 years,56700,Mauritius1994,"3,55,81,37,040",3658,0,Silent
16301,Mauritius,1994,male,5-14 years,99500,Mauritius1994,"3,55,81,37,040",3658,0,Millenials
16302,Mauritius,1995,male,35-54 years,133300,Mauritius1995,"4,04,03,45,933",4115,49,Boomers
16303,Mauritius,1995,male,25-34 years,101700,Mauritius1995,"4,04,03,45,933",4115,34,Generation X
16304,Mauritius,1995,male,75+ years,7200,Mauritius1995,"4,04,03,45,933",4115,2,G.I. Generation
16305,Mauritius,1995,male,55-74 years,49900,Mauritius1995,"4,04,03,45,933",4115,13,Silent
16306,Mauritius,1995,male,15-24 years,101000,Mauritius1995,"4,04,03,45,933",4115,16,Generation X
16307,Mauritius,1995,female,15-24 years,97900,Mauritius1995,"4,04,03,45,933",4115,11,Generation X
16308,Mauritius,1995,female,55-74 years,57800,Mauritius1995,"4,04,03,45,933",4115,6,Silent
16309,Mauritius,1995,female,75+ years,12800,Mauritius1995,"4,04,03,45,933",4115,1,G.I. Generation
16310,Mauritius,1995,female,35-54 years,132400,Mauritius1995,"4,04,03,45,933",4115,8,Boomers
16311,Mauritius,1995,female,25-34 years,95700,Mauritius1995,"4,04,03,45,933",4115,4,Generation X
16312,Mauritius,1995,female,5-14 years,94400,Mauritius1995,"4,04,03,45,933",4115,2,Millenials
16313,Mauritius,1995,male,5-14 years,97800,Mauritius1995,"4,04,03,45,933",4115,1,Millenials
16314,Mauritius,1996,male,25-34 years,100700,Mauritius1996,"4,42,19,43,910",4444,33,Generation X
16315,Mauritius,1996,male,55-74 years,50200,Mauritius1996,"4,42,19,43,910",4444,16,Silent
16316,Mauritius,1996,male,35-54 years,138600,Mauritius1996,"4,42,19,43,910",4444,41,Boomers
16317,Mauritius,1996,male,15-24 years,103000,Mauritius1996,"4,42,19,43,910",4444,27,Generation X
16318,Mauritius,1996,female,25-34 years,94900,Mauritius1996,"4,42,19,43,910",4444,12,Generation X
16319,Mauritius,1996,female,55-74 years,58500,Mauritius1996,"4,42,19,43,910",4444,6,Silent
16320,Mauritius,1996,female,15-24 years,100000,Mauritius1996,"4,42,19,43,910",4444,8,Generation X
16321,Mauritius,1996,female,75+ years,13200,Mauritius1996,"4,42,19,43,910",4444,1,G.I. Generation
16322,Mauritius,1996,female,35-54 years,137300,Mauritius1996,"4,42,19,43,910",4444,7,Boomers
16323,Mauritius,1996,female,5-14 years,93900,Mauritius1996,"4,42,19,43,910",4444,2,Millenials
16324,Mauritius,1996,male,5-14 years,97200,Mauritius1996,"4,42,19,43,910",4444,0,Millenials
16325,Mauritius,1996,male,75+ years,7500,Mauritius1996,"4,42,19,43,910",4444,0,G.I. Generation
16326,Mauritius,1997,male,35-54 years,144500,Mauritius1997,"4,18,73,67,602",4139,40,Boomers
16327,Mauritius,1997,male,25-34 years,100000,Mauritius1997,"4,18,73,67,602",4139,27,Generation X
16328,Mauritius,1997,male,75+ years,7800,Mauritius1997,"4,18,73,67,602",4139,2,G.I. Generation
16329,Mauritius,1997,male,55-74 years,50600,Mauritius1997,"4,18,73,67,602",4139,11,Silent
16330,Mauritius,1997,male,15-24 years,104800,Mauritius1997,"4,18,73,67,602",4139,21,Generation X
16331,Mauritius,1997,female,15-24 years,101800,Mauritius1997,"4,18,73,67,602",4139,6,Generation X
16332,Mauritius,1997,female,55-74 years,59300,Mauritius1997,"4,18,73,67,602",4139,3,Silent
16333,Mauritius,1997,female,25-34 years,94100,Mauritius1997,"4,18,73,67,602",4139,4,Generation X
16334,Mauritius,1997,female,35-54 years,143100,Mauritius1997,"4,18,73,67,602",4139,6,Boomers
16335,Mauritius,1997,female,5-14 years,94100,Mauritius1997,"4,18,73,67,602",4139,1,Millenials
16336,Mauritius,1997,male,5-14 years,97900,Mauritius1997,"4,18,73,67,602",4139,1,Millenials
16337,Mauritius,1997,female,75+ years,13700,Mauritius1997,"4,18,73,67,602",4139,0,G.I. Generation
16338,Mauritius,1998,male,25-34 years,98200,Mauritius1998,"4,16,96,64,285",4063,35,Generation X
16339,Mauritius,1998,male,35-54 years,150700,Mauritius1998,"4,16,96,64,285",4063,46,Boomers
16340,Mauritius,1998,male,55-74 years,50700,Mauritius1998,"4,16,96,64,285",4063,11,Silent
16341,Mauritius,1998,male,15-24 years,105800,Mauritius1998,"4,16,96,64,285",4063,20,Generation X
16342,Mauritius,1998,female,25-34 years,92200,Mauritius1998,"4,16,96,64,285",4063,16,Generation X
16343,Mauritius,1998,female,15-24 years,103000,Mauritius1998,"4,16,96,64,285",4063,15,Generation X
16344,Mauritius,1998,female,75+ years,14200,Mauritius1998,"4,16,96,64,285",4063,1,G.I. Generation
16345,Mauritius,1998,female,35-54 years,148800,Mauritius1998,"4,16,96,64,285",4063,8,Boomers
16346,Mauritius,1998,male,5-14 years,99000,Mauritius1998,"4,16,96,64,285",4063,2,Millenials
16347,Mauritius,1998,female,55-74 years,60100,Mauritius1998,"4,16,96,64,285",4063,1,Silent
16348,Mauritius,1998,female,5-14 years,95400,Mauritius1998,"4,16,96,64,285",4063,0,Millenials
16349,Mauritius,1998,male,75+ years,8200,Mauritius1998,"4,16,96,64,285",4063,0,G.I. Generation
16350,Mauritius,1999,male,25-34 years,97800,Mauritius1999,"4,29,11,72,816",4117,41,Generation X
16351,Mauritius,1999,male,35-54 years,156300,Mauritius1999,"4,29,11,72,816",4117,57,Boomers
16352,Mauritius,1999,male,75+ years,8700,Mauritius1999,"4,29,11,72,816",4117,3,G.I. Generation
16353,Mauritius,1999,female,25-34 years,92200,Mauritius1999,"4,29,11,72,816",4117,17,Generation X
16354,Mauritius,1999,female,15-24 years,102900,Mauritius1999,"4,29,11,72,816",4117,18,Generation X
16355,Mauritius,1999,male,15-24 years,105600,Mauritius1999,"4,29,11,72,816",4117,13,Generation X
16356,Mauritius,1999,female,35-54 years,154100,Mauritius1999,"4,29,11,72,816",4117,17,Boomers
16357,Mauritius,1999,male,55-74 years,51800,Mauritius1999,"4,29,11,72,816",4117,5,Silent
16358,Mauritius,1999,female,55-74 years,61600,Mauritius1999,"4,29,11,72,816",4117,2,Silent
16359,Mauritius,1999,male,5-14 years,100000,Mauritius1999,"4,29,11,72,816",4117,1,Millenials
16360,Mauritius,1999,female,5-14 years,96600,Mauritius1999,"4,29,11,72,816",4117,0,Millenials
16361,Mauritius,1999,female,75+ years,14800,Mauritius1999,"4,29,11,72,816",4117,0,G.I. Generation
16362,Mauritius,2000,male,25-34 years,94136,Mauritius2000,"4,58,25,55,125",4339,28,Generation X
16363,Mauritius,2000,male,35-54 years,160762,Mauritius2000,"4,58,25,55,125",4339,40,Boomers
16364,Mauritius,2000,male,15-24 years,102779,Mauritius2000,"4,58,25,55,125",4339,25,Generation X
16365,Mauritius,2000,male,55-74 years,54106,Mauritius2000,"4,58,25,55,125",4339,13,Silent
16366,Mauritius,2000,female,15-24 years,102131,Mauritius2000,"4,58,25,55,125",4339,11,Generation X
16367,Mauritius,2000,male,75+ years,9735,Mauritius2000,"4,58,25,55,125",4339,1,G.I. Generation
16368,Mauritius,2000,female,25-34 years,93975,Mauritius2000,"4,58,25,55,125",4339,9,Generation X
16369,Mauritius,2000,female,35-54 years,159364,Mauritius2000,"4,58,25,55,125",4339,9,Boomers
16370,Mauritius,2000,female,55-74 years,63460,Mauritius2000,"4,58,25,55,125",4339,1,Silent
16371,Mauritius,2000,female,5-14 years,98361,Mauritius2000,"4,58,25,55,125",4339,0,Millenials
16372,Mauritius,2000,female,75+ years,16509,Mauritius2000,"4,58,25,55,125",4339,0,G.I. Generation
16373,Mauritius,2000,male,5-14 years,100755,Mauritius2000,"4,58,25,55,125",4339,0,Millenials
16374,Mauritius,2001,male,25-34 years,93054,Mauritius2001,"4,53,65,38,211",4244,21,Generation X
16375,Mauritius,2001,male,55-74 years,54628,Mauritius2001,"4,53,65,38,211",4244,12,Silent
16376,Mauritius,2001,male,35-54 years,166424,Mauritius2001,"4,53,65,38,211",4244,33,Boomers
16377,Mauritius,2001,female,15-24 years,101083,Mauritius2001,"4,53,65,38,211",4244,13,Millenials
16378,Mauritius,2001,male,75+ years,10419,Mauritius2001,"4,53,65,38,211",4244,1,Silent
16379,Mauritius,2001,female,35-54 years,165008,Mauritius2001,"4,53,65,38,211",4244,13,Boomers
16380,Mauritius,2001,male,15-24 years,102151,Mauritius2001,"4,53,65,38,211",4244,8,Millenials
16381,Mauritius,2001,female,55-74 years,64392,Mauritius2001,"4,53,65,38,211",4244,4,Silent
16382,Mauritius,2001,female,75+ years,17391,Mauritius2001,"4,53,65,38,211",4244,1,Silent
16383,Mauritius,2001,female,25-34 years,93411,Mauritius2001,"4,53,65,38,211",4244,5,Generation X
16384,Mauritius,2001,female,5-14 years,99293,Mauritius2001,"4,53,65,38,211",4244,1,Millenials
16385,Mauritius,2001,male,5-14 years,101693,Mauritius2001,"4,53,65,38,211",4244,1,Millenials
16386,Mauritius,2002,male,25-34 years,93399,Mauritius2002,"4,76,73,03,154",4415,28,Generation X
16387,Mauritius,2002,male,35-54 years,170023,Mauritius2002,"4,76,73,03,154",4415,43,Boomers
16388,Mauritius,2002,male,55-74 years,56153,Mauritius2002,"4,76,73,03,154",4415,13,Silent
16389,Mauritius,2002,male,15-24 years,100533,Mauritius2002,"4,76,73,03,154",4415,17,Millenials
16390,Mauritius,2002,female,15-24 years,99542,Mauritius2002,"4,76,73,03,154",4415,11,Millenials
16391,Mauritius,2002,male,75+ years,10790,Mauritius2002,"4,76,73,03,154",4415,1,Silent
16392,Mauritius,2002,female,25-34 years,94139,Mauritius2002,"4,76,73,03,154",4415,6,Generation X
16393,Mauritius,2002,female,35-54 years,168822,Mauritius2002,"4,76,73,03,154",4415,9,Boomers
16394,Mauritius,2002,female,55-74 years,66002,Mauritius2002,"4,76,73,03,154",4415,3,Silent
16395,Mauritius,2002,female,5-14 years,99967,Mauritius2002,"4,76,73,03,154",4415,0,Millenials
16396,Mauritius,2002,female,75+ years,18012,Mauritius2002,"4,76,73,03,154",4415,0,Silent
16397,Mauritius,2002,male,5-14 years,102373,Mauritius2002,"4,76,73,03,154",4415,0,Millenials
16398,Mauritius,2003,male,25-34 years,94542,Mauritius2003,"5,60,98,31,328",5136,20,Generation X
16399,Mauritius,2003,male,55-74 years,58071,Mauritius2003,"5,60,98,31,328",5136,12,Silent
16400,Mauritius,2003,male,35-54 years,173619,Mauritius2003,"5,60,98,31,328",5136,24,Boomers
16401,Mauritius,2003,male,75+ years,11185,Mauritius2003,"5,60,98,31,328",5136,1,Silent
16402,Mauritius,2003,female,15-24 years,97740,Mauritius2003,"5,60,98,31,328",5136,8,Millenials
16403,Mauritius,2003,male,15-24 years,99166,Mauritius2003,"5,60,98,31,328",5136,6,Millenials
16404,Mauritius,2003,female,25-34 years,95550,Mauritius2003,"5,60,98,31,328",5136,5,Generation X
16405,Mauritius,2003,female,35-54 years,172697,Mauritius2003,"5,60,98,31,328",5136,8,Boomers
16406,Mauritius,2003,female,55-74 years,68440,Mauritius2003,"5,60,98,31,328",5136,3,Silent
16407,Mauritius,2003,male,5-14 years,102552,Mauritius2003,"5,60,98,31,328",5136,1,Millenials
16408,Mauritius,2003,female,5-14 years,100012,Mauritius2003,"5,60,98,31,328",5136,0,Millenials
16409,Mauritius,2003,female,75+ years,18660,Mauritius2003,"5,60,98,31,328",5136,0,Silent
16410,Mauritius,2004,male,25-34 years,96551,Mauritius2004,"6,38,56,95,187",5789,22,Generation X
16411,Mauritius,2004,male,35-54 years,175824,Mauritius2004,"6,38,56,95,187",5789,34,Boomers
16412,Mauritius,2004,male,75+ years,11376,Mauritius2004,"6,38,56,95,187",5789,2,Silent
16413,Mauritius,2004,male,15-24 years,98158,Mauritius2004,"6,38,56,95,187",5789,11,Millenials
16414,Mauritius,2004,male,55-74 years,60315,Mauritius2004,"6,38,56,95,187",5789,6,Silent
16415,Mauritius,2004,female,25-34 years,97926,Mauritius2004,"6,38,56,95,187",5789,6,Generation X
16416,Mauritius,2004,female,15-24 years,96083,Mauritius2004,"6,38,56,95,187",5789,5,Millenials
16417,Mauritius,2004,female,35-54 years,175289,Mauritius2004,"6,38,56,95,187",5789,8,Boomers
16418,Mauritius,2004,female,55-74 years,70970,Mauritius2004,"6,38,56,95,187",5789,3,Silent
16419,Mauritius,2004,female,5-14 years,99417,Mauritius2004,"6,38,56,95,187",5789,0,Millenials
16420,Mauritius,2004,female,75+ years,19076,Mauritius2004,"6,38,56,95,187",5789,0,Silent
16421,Mauritius,2004,male,5-14 years,102106,Mauritius2004,"6,38,56,95,187",5789,0,Millenials
16422,Mauritius,2005,male,35-54 years,177945,Mauritius2005,"6,28,38,03,256",5641,39,Boomers
16423,Mauritius,2005,male,25-34 years,98556,Mauritius2005,"6,28,38,03,256",5641,18,Generation X
16424,Mauritius,2005,male,55-74 years,63489,Mauritius2005,"6,28,38,03,256",5641,11,Silent
16425,Mauritius,2005,male,15-24 years,96661,Mauritius2005,"6,28,38,03,256",5641,9,Millenials
16426,Mauritius,2005,male,75+ years,11584,Mauritius2005,"6,28,38,03,256",5641,1,Silent
16427,Mauritius,2005,female,55-74 years,74380,Mauritius2005,"6,28,38,03,256",5641,5,Silent
16428,Mauritius,2005,female,15-24 years,94435,Mauritius2005,"6,28,38,03,256",5641,5,Millenials
16429,Mauritius,2005,female,75+ years,19557,Mauritius2005,"6,28,38,03,256",5641,1,Silent
16430,Mauritius,2005,female,25-34 years,99884,Mauritius2005,"6,28,38,03,256",5641,5,Generation X
16431,Mauritius,2005,female,35-54 years,177511,Mauritius2005,"6,28,38,03,256",5641,7,Boomers
16432,Mauritius,2005,male,5-14 years,101372,Mauritius2005,"6,28,38,03,256",5641,1,Millenials
16433,Mauritius,2005,female,5-14 years,98568,Mauritius2005,"6,28,38,03,256",5641,0,Millenials
16434,Mauritius,2006,male,75+ years,11398,Mauritius2006,"7,02,88,03,366",6246,6,Silent
16435,Mauritius,2006,male,35-54 years,178169,Mauritius2006,"7,02,88,03,366",6246,37,Boomers
16436,Mauritius,2006,male,25-34 years,100827,Mauritius2006,"7,02,88,03,366",6246,19,Generation X
16437,Mauritius,2006,male,15-24 years,96530,Mauritius2006,"7,02,88,03,366",6246,17,Millenials
16438,Mauritius,2006,female,75+ years,19672,Mauritius2006,"7,02,88,03,366",6246,3,Silent
16439,Mauritius,2006,male,55-74 years,67670,Mauritius2006,"7,02,88,03,366",6246,10,Silent
16440,Mauritius,2006,female,15-24 years,94140,Mauritius2006,"7,02,88,03,366",6246,9,Millenials
16441,Mauritius,2006,female,25-34 years,101903,Mauritius2006,"7,02,88,03,366",6246,5,Generation X
16442,Mauritius,2006,female,35-54 years,178302,Mauritius2006,"7,02,88,03,366",6246,8,Boomers
16443,Mauritius,2006,female,55-74 years,78655,Mauritius2006,"7,02,88,03,366",6246,3,Silent
16444,Mauritius,2006,female,5-14 years,97629,Mauritius2006,"7,02,88,03,366",6246,1,Millenials
16445,Mauritius,2006,male,5-14 years,100406,Mauritius2006,"7,02,88,03,366",6246,0,Millenials
16446,Mauritius,2007,male,75+ years,11486,Mauritius2007,"8,15,01,38,757",7179,4,Silent
16447,Mauritius,2007,male,25-34 years,102202,Mauritius2007,"8,15,01,38,757",7179,30,Generation X
16448,Mauritius,2007,male,35-54 years,178997,Mauritius2007,"8,15,01,38,757",7179,38,Boomers
16449,Mauritius,2007,male,15-24 years,97048,Mauritius2007,"8,15,01,38,757",7179,16,Millenials
16450,Mauritius,2007,male,55-74 years,71372,Mauritius2007,"8,15,01,38,757",7179,9,Silent
16451,Mauritius,2007,female,15-24 years,94225,Mauritius2007,"8,15,01,38,757",7179,11,Millenials
16452,Mauritius,2007,female,25-34 years,103004,Mauritius2007,"8,15,01,38,757",7179,7,Generation X
16453,Mauritius,2007,female,35-54 years,179726,Mauritius2007,"8,15,01,38,757",7179,9,Boomers
16454,Mauritius,2007,female,55-74 years,82534,Mauritius2007,"8,15,01,38,757",7179,2,Silent
16455,Mauritius,2007,female,5-14 years,96189,Mauritius2007,"8,15,01,38,757",7179,1,Generation Z
16456,Mauritius,2007,female,75+ years,19848,Mauritius2007,"8,15,01,38,757",7179,0,Silent
16457,Mauritius,2007,male,5-14 years,98602,Mauritius2007,"8,15,01,38,757",7179,0,Generation Z
16458,Mauritius,2008,male,55-74 years,75302,Mauritius2008,"9,99,03,70,016",8716,17,Silent
16459,Mauritius,2008,male,25-34 years,103266,Mauritius2008,"9,99,03,70,016",8716,21,Generation X
16460,Mauritius,2008,male,35-54 years,178971,Mauritius2008,"9,99,03,70,016",8716,23,Boomers
16461,Mauritius,2008,male,15-24 years,98207,Mauritius2008,"9,99,03,70,016",8716,11,Millenials
16462,Mauritius,2008,female,55-74 years,86641,Mauritius2008,"9,99,03,70,016",8716,3,Silent
16463,Mauritius,2008,female,25-34 years,104061,Mauritius2008,"9,99,03,70,016",8716,3,Generation X
16464,Mauritius,2008,female,15-24 years,95566,Mauritius2008,"9,99,03,70,016",8716,2,Millenials
16465,Mauritius,2008,female,35-54 years,180104,Mauritius2008,"9,99,03,70,016",8716,3,Boomers
16466,Mauritius,2008,female,5-14 years,94783,Mauritius2008,"9,99,03,70,016",8716,1,Generation Z
16467,Mauritius,2008,female,75+ years,20317,Mauritius2008,"9,99,03,70,016",8716,0,Silent
16468,Mauritius,2008,male,5-14 years,97260,Mauritius2008,"9,99,03,70,016",8716,0,Generation Z
16469,Mauritius,2008,male,75+ years,11780,Mauritius2008,"9,99,03,70,016",8716,0,Silent
16470,Mauritius,2009,male,35-54 years,179965,Mauritius2009,"9,12,88,43,109",7873,46,Boomers
16471,Mauritius,2009,male,25-34 years,99119,Mauritius2009,"9,12,88,43,109",7873,20,Generation X
16472,Mauritius,2009,male,15-24 years,99793,Mauritius2009,"9,12,88,43,109",7873,16,Millenials
16473,Mauritius,2009,male,55-74 years,82341,Mauritius2009,"9,12,88,43,109",7873,8,Silent
